Age,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,City,State,Personal Loan
-0.9035150520234673,0.43997855022453014,-1.217689952608673,0.711483232324418,Graduate,None,0,0,1,0,PASADENA,CA,0
0.7543199178326688,-0.899255867971027,-0.3463074436607868,-0.8621895374125288,Advanced,None,0,0,1,1,PASADENA,CA,0
0.9288288620280516,0.2280471004445842,0.5250750652870996,-0.10106919589079864,Advanced,>200,0,0,1,1,PASADENA,CA,0
-0.20547927524193627,1.0484709475785439,0.5250750652870996,-0.18096013499677396,Undergrad,None,0,0,1,0,PASADENA,CA,1
0.7543199178326688,0.43997855022453014,-1.217689952608673,-1.5655467449795077,Advanced,None,0,0,0,0,PASADENA,CA,0
-1.1652784683165414,-0.7712322085769299,0.5250750652870996,-0.4433147869387205,Undergrad,None,1,0,1,0,PASADENA,CA,0
-0.9907695241211586,1.47767112112744,-1.217689952608673,2.1589728488786264,Advanced,>200,0,0,0,0,PASADENA,CA,1
1.1905922783211256,0.8987136004433219,-1.217689952608673,1.3860834798803225,Undergrad,None,0,0,1,0,PASADENA,CA,0
-0.03097033104655353,-0.8126812567634354,0.5250750652870996,-0.024440036464912027,Undergrad,None,1,0,0,0,LOS ANGELES,CA,0
-0.9035150520234673,0.43997855022453014,0.5250750652870996,-0.8621895374125288,Graduate,100-199,0,0,1,0,LOS ANGELES,CA,0
-0.29273374733962765,-1.4304306543590544,-1.217689952608673,-0.4433147869387205,Undergrad,None,0,0,0,0,LOS ANGELES,CA,0
0.4925565015395947,0.2280471004445842,-1.217689952608673,-0.2644029270708342,Undergrad,100-199,0,0,0,0,LOS ANGELES,CA,0
-1.6888053009026895,-0.12114428049288338,0.5250750652870996,0.660051145630932,Advanced,100-199,0,0,0,1,LOS ANGELES,CA,0
-0.20547927524193627,-2.8109479704493427,0.5250750652870996,-0.7855603779866424,Graduate,1-99,0,0,1,0,LOS ANGELES,CA,0
0.9288288620280516,1.4142803491638052,1.3964575742349858,1.9349406371979665,Undergrad,None,0,0,0,0,LOS ANGELES,CA,1
1.016083334125743,1.5553554097746338,-1.217689952608673,2.1114474310948514,Graduate,>200,0,0,1,0,LOS ANGELES,CA,1
-1.6015508288049982,-0.8553318925277371,1.3964575742349858,-0.4433147869387205,Advanced,None,0,0,0,0,LOS ANGELES,CA,0
1.6268646388095824,1.0365571666371516,1.3964575742349858,-1.4022130137994722,Undergrad,>200,0,0,1,0,LOS ANGELES,CA,1
-0.7290061078280845,0.4928468930741249,-0.3463074436607868,0.1882953282808619,Undergrad,None,0,0,1,1,LOS ANGELES,CA,0
-0.8162605799257758,0.12060201296517904,1.3964575742349858,0.43895428049614466,Graduate,None,0,0,0,0,LOS ANGELES,CA,0
0.7543199178326688,0.32817714895659617,-0.3463074436607868,1.4556156413116477,Advanced,None,0,0,0,0,LOS ANGELES,CA,0
1.2778467504188171,-2.0593478012601034,-0.3463074436607868,-1.2519605462442265,Undergrad,100-199,0,0,1,1,LOS ANGELES,CA,0
-0.46724269153501036,1.1179961918028214,-1.217689952608673,1.8813040244336303,Advanced,None,0,0,1,0,LOS ANGELES,CA,1
1.1905922783211256,0.004688248329123786,-1.217689952608673,-1.744458604847394,Graduate,None,0,0,1,1,LOS ANGELES,CA,0
0.9288288620280516,1.6994061799804125,-1.217689952608673,2.1589728488786264,Advanced,None,0,1,1,0,LOS ANGELES,CA,1
-0.20547927524193627,0.24862567235927674,0.5250750652870996,0.5155834399220313,Graduate,None,0,0,0,0,LOS ANGELES,CA,0
-0.20547927524193627,0.789675287137166,0.5250750652870996,-0.4433147869387205,Undergrad,100-199,0,0,1,1,LOS ANGELES,CA,0
0.9288288620280516,-1.964389441402175,-1.217689952608673,-1.5655467449795077,Graduate,None,0,0,1,0,LOS ANGELES,CA,0
1.539610166711891,1.432672387486443,-0.3463074436607868,0.3793570929186197,Undergrad,None,0,0,1,1,LOS ANGELES,CA,0
1.1905922783211256,0.6564980536222514,-1.217689952608673,1.200074622017875,Undergrad,>200,0,0,0,0,LOS ANGELES,CA,0
-1.8633142450980722,-0.4429113039112746,1.3964575742349858,0.049183271664447165,Undergrad,100-199,0,0,1,0,LOS ANGELES,CA,0
0.8415743899303602,0.052155071396154364,-1.217689952608673,-1.4022130137994722,Undergrad,None,0,0,1,0,LOS ANGELES,CA,0
-0.9035150520234673,1.1404598939013857,0.5250750652870996,-1.2519605462442265,Advanced,None,0,1,1,1,LOS ANGELES,CA,1
-0.29273374733962765,-0.1476556987817872,-1.217689952608673,0.1882953282808619,Undergrad,None,0,0,1,0,LOS ANGELES,CA,0
0.05628414105113784,1.2479049813807908,-0.3463074436607868,0.9935860308691365,Undergrad,None,1,1,1,1,LOS ANGELES,CA,0
0.8415743899303602,0.20717662417277194,-1.217689952608673,0.711483232324418,Graduate,None,1,0,0,1,LOS ANGELES,CA,0
0.05628414105113784,0.8177017327511824,1.3964575742349858,0.9494156698025922,Undergrad,None,0,0,0,0,LOS ANGELES,CA,1
-0.20547927524193627,0.5605068092661395,1.3964575742349858,-0.35172814810608144,Graduate,None,0,0,1,0,LOS ANGELES,CA,0
-0.29273374733962765,0.28893898609553476,1.3964575742349858,-1.1128484896278117,Undergrad,None,1,0,0,0,LOS ANGELES,CA,0
-1.7760597730003809,0.924755765369219,1.3964575742349858,0.3793570929186197,Advanced,None,0,0,1,0,LOS ANGELES,CA,0
-1.8633142450980722,-1.0893707618278312,1.3964575742349858,-0.4433147869387205,Advanced,None,0,0,0,0,LOS ANGELES,CA,0
0.05628414105113784,-0.23018259379904002,1.3964575742349858,0.25416713028084315,Advanced,None,0,0,0,0,LOS ANGELES,CA,0
-0.9907695241211586,1.357683221233714,-0.3463074436607868,2.0378241229654916,Undergrad,None,0,0,0,0,LOS ANGELES,CA,0
-0.20547927524193627,1.1515644289296805,-1.217689952608673,1.6189493724916832,Undergrad,None,0,0,0,0,LOS ANGELES,CA,0
-0.7290061078280845,1.1515644289296805,-0.3463074436607868,1.2387801939742524,Undergrad,None,0,0,0,0,LOS ANGELES,CA,0
0.4925565015395947,1.5637391584249696,0.5250750652870996,-0.748387802222922,Undergrad,>200,0,0,0,0,LOS ANGELES,CA,1
0.9288288620280516,1.7221008804164075,-1.217689952608673,0.810303613186177,Undergrad,None,0,0,0,0,LOS ANGELES,CA,0
-0.03097033104655353,-0.4429113039112746,0.5250750652870996,-0.4433147869387205,Graduate,100-199,0,0,0,0,LOS ANGELES,CA,0
0.5798109736372861,-0.4759766034474432,1.3964575742349858,-0.35172814810608144,Graduate,None,0,0,0,0,LOS ANGELES,CA,0
-1.6888053009026895,-0.2878897511346577,0.5250750652870996,0.5527560156857514,Graduate,None,0,0,0,0,LOS ANGELES,CA,0
-0.37998821943731903,-2.6559264176727257,-0.3463074436607868,-1.2519605462442265,Graduate,None,0,0,0,1,LOS ANGELES,CA,0
-1.6888053009026895,-0.7712322085769299,-0.3463074436607868,0.12002766924398876,Graduate,100-199,0,0,0,1,LOS ANGELES,CA,0
0.5798109736372861,0.052155071396154364,-1.217689952608673,0.1882953282808619,Advanced,None,0,0,1,0,LOS ANGELES,CA,0
0.1435386131488292,-1.6360685367365198,-1.217689952608673,-0.4433147869387205,Undergrad,None,0,0,0,1,LOS ANGELES,CA,0
-0.5544971636327017,-2.387668705925759,-1.217689952608673,-0.4433147869387205,Undergrad,None,0,0,0,0,BERKELEY,CA,0
0.8415743899303602,-1.495834484383649,-1.217689952608673,-0.9833382633256637,Graduate,None,1,0,0,1,BERKELEY,CA,0
1.1905922783211256,1.0245461292653304,-1.217689952608673,0.810303613186177,Undergrad,None,0,0,0,1,BERKELEY,CA,0
1.016083334125743,-0.2021561481850236,1.3964575742349858,0.6071700787546702,Undergrad,None,0,0,0,1,BERKELEY,CA,0
1.3651012225165085,1.1404598939013857,-1.217689952608673,0.810303613186177,Undergrad,None,0,0,1,0,BERKELEY,CA,0
0.4053020294419033,-1.6360685367365198,-0.3463074436607868,-1.1128484896278117,Undergrad,100-199,0,0,1,0,BERKELEY,CA,0
-1.1652784683165414,0.403647225135893,-0.3463074436607868,-0.024440036464912027,Advanced,None,0,0,1,1,BERKELEY,CA,0
-0.1182248031442449,-0.12114428049288338,-1.217689952608673,-1.4022130137994722,Undergrad,None,0,0,0,0,BERKELEY,CA,0
-0.5544971636327017,0.6409281315330375,-1.217689952608673,-0.024440036464912027,Advanced,None,0,0,0,1,BERKELEY,CA,0
0.1435386131488292,0.6251916830549601,-1.217689952608673,0.7615436319027352,Graduate,None,0,0,1,0,BERKELEY,CA,0
-0.6417516357303931,0.24862567235927674,1.3964575742349858,0.1882953282808619,Advanced,None,0,0,1,0,BERKELEY,CA,0
1.539610166711891,0.028613066642337207,-0.3463074436607868,-0.024440036464912027,Undergrad,None,0,0,1,0,BERKELEY,CA,0
-1.1652784683165414,1.106634406331134,-0.3463074436607868,1.3978525073568964,Undergrad,None,0,1,1,1,BERKELEY,CA,0
1.4523556946141998,-1.3077476320708643,-0.3463074436607868,-0.4433147869387205,Undergrad,100-199,0,0,0,1,BERKELEY,CA,0
0.4053020294419033,1.5469236164572042,-1.217689952608673,-0.4433147869387205,Undergrad,None,0,0,1,1,BERKELEY,CA,0
-0.46724269153501036,-0.4429113039112746,0.5250750652870996,0.31780555458300963,Advanced,None,0,0,1,0,BERKELEY,CA,0
1.016083334125743,-1.495834484383649,-1.217689952608673,-1.2519605462442265,Advanced,100-199,0,0,0,0,BERKELEY,CA,0
-1.514296356707307,1.3285467462141711,-0.3463074436607868,2.2053246787944913,Undergrad,None,0,0,1,0,BERKELEY,CA,0
-1.514296356707307,0.789675287137166,-0.3463074436607868,0.6071700787546702,Undergrad,None,0,0,1,1,BERKELEY,CA,0
1.539610166711891,-1.0893707618278312,-0.3463074436607868,-0.9833382633256637,Graduate,1-99,0,0,1,0,BERKELEY,CA,0
1.016083334125743,1.47767112112744,1.3964575742349858,0.711483232324418,Advanced,None,0,0,1,0,BERKELEY,CA,1
1.539610166711891,-0.2021561481850236,-0.3463074436607868,0.7615436319027352,Undergrad,None,0,0,1,0,BERKELEY,CA,0
-0.9907695241211586,1.468780798567041,-1.217689952608673,1.9083138966633433,Advanced,None,0,0,1,0,BERKELEY,CA,1
-1.6888053009026895,-0.9912448142938695,-1.217689952608673,-0.4433147869387205,Advanced,100-199,0,0,0,0,BERKELEY,CA,0
1.4523556946141998,-0.9912448142938695,0.5250750652870996,-0.748387802222922,Graduate,None,0,0,1,0,BERKELEY,CA,0
-0.03097033104655353,0.9376060121790142,-0.3463074436607868,1.421171487152662,Graduate,None,0,0,0,0,BERKELEY,CA,1
-0.03097033104655353,1.376791852244199,-0.3463074436607868,0.7615436319027352,Undergrad,None,1,0,1,0,BERKELEY,CA,0
0.318047557344212,-0.2878897511346577,-1.217689952608673,-0.2644029270708342,Graduate,None,0,0,1,1,BERKELEY,CA,0
-1.8633142450980722,1.3383231536596685,-0.3463074436607868,0.31780555458300963,Undergrad,None,0,0,1,0,BERKELEY,CA,0
1.539610166711891,-0.2021561481850236,1.3964575742349858,0.09670868944822261,Advanced,None,0,0,0,0,BERKELEY,CA,0
0.4053020294419033,1.1292709129289558,-1.217689952608673,-0.35172814810608144,Graduate,None,0,0,1,0,BERKELEY,CA,1
1.6268646388095824,0.28893898609553476,0.5250750652870996,0.5527560156857514,Undergrad,None,0,0,1,0,BERKELEY,CA,0
1.016083334125743,-1.6360685367365198,1.3964575742349858,-0.539600186005938,Graduate,None,0,0,1,0,BERKELEY,CA,0
-0.03097033104655353,-1.6360685367365198,0.5250750652870996,-0.9833382633256637,Graduate,None,0,0,1,0,BERKELEY,CA,0
-0.37998821943731903,0.9879132683815539,-0.3463074436607868,0.9935860308691365,Undergrad,None,0,0,1,0,BERKELEY,CA,0
0.05628414105113784,-1.0893707618278312,-1.217689952608673,-0.4433147869387205,Undergrad,1-99,0,0,1,1,BERKELEY,CA,0
-1.4270418846096153,1.376791852244199,-0.3463074436607868,0.31780555458300963,Undergrad,100-199,0,0,0,0,BERKELEY,CA,0
-0.29273374733962765,-0.9445315604659683,-1.217689952608673,-1.2519605462442265,Advanced,None,0,0,0,1,BERKELEY,CA,0
0.4925565015395947,0.9117922990674485,0.5250750652870996,0.1882953282808619,Graduate,None,1,1,1,1,BERKELEY,CA,0
-0.46724269153501036,-0.41057277342284776,0.5250750652870996,-0.8621895374125288,Graduate,>200,0,0,1,0,BERKELEY,CA,0
0.4053020294419033,-0.3176148814560064,1.3964575742349858,-1.5655467449795077,Advanced,None,0,0,0,1,BERKELEY,CA,0
-1.7760597730003809,0.052155071396154364,1.3964575742349858,-1.744458604847394,Undergrad,>200,0,0,1,0,BERKELEY,CA,0
-1.339787412511924,0.20717662417277194,-1.217689952608673,-0.6410926722777416,Graduate,None,1,0,1,0,BERKELEY,CA,0
-0.37998821943731903,-1.5642814259526745,-1.217689952608673,-0.10106919589079864,Advanced,None,0,0,1,0,BERKELEY,CA,0
-0.7290061078280845,-0.5098020910176949,0.5250750652870996,-0.748387802222922,Graduate,None,0,0,1,1,BERKELEY,CA,0
-0.20547927524193627,0.43997855022453014,1.3964575742349858,0.660051145630932,Advanced,None,1,0,1,0,BERKELEY,CA,0
0.6670654457349774,-0.12114428049288338,1.3964575742349858,-0.539600186005938,Undergrad,100-199,0,0,1,1,BERKELEY,CA,0
-1.2525329404142327,0.403647225135893,1.3964575742349858,0.43895428049614466,Graduate,None,0,0,0,0,BERKELEY,CA,0
-0.37998821943731903,-0.3176148814560064,0.5250750652870996,-1.2519605462442265,Advanced,None,0,0,1,1,BERKELEY,CA,0
0.318047557344212,-2.269898355671453,-0.3463074436607868,-1.5655467449795077,Advanced,None,1,1,1,0,BERKELEY,CA,0
-0.9907695241211586,1.2164871917905198,-0.3463074436607868,2.3378847087465133,Undergrad,>200,0,0,1,0,BERKELEY,CA,0
-1.514296356707307,-1.6360685367365198,1.3964575742349858,-1.1128484896278117,Undergrad,None,0,0,1,1,BERKELEY,CA,0
-1.07802399621885,1.1292709129289558,0.5250750652870996,1.9870871496787939,Graduate,1-99,0,0,0,1,BERKELEY,CA,1
-1.6888053009026895,-0.17465359216430704,-0.3463074436607868,0.049183271664447165,Advanced,None,0,0,1,0,BERKELEY,CA,0
0.4053020294419033,-1.3678108249895522,-0.3463074436607868,-0.4433147869387205,Graduate,None,1,0,0,0,BERKELEY,CA,0
-0.6417516357303931,0.924755765369219,1.3964575742349858,0.12002766924398876,Graduate,None,0,0,0,1,BERKELEY,CA,1
-1.4270418846096153,0.9117922990674485,-0.3463074436607868,0.31780555458300963,Graduate,>200,1,0,0,0,BERKELEY,CA,0
1.3651012225165085,-0.9912448142938695,-0.3463074436607868,-1.4022130137994722,Advanced,None,0,0,1,0,BERKELEY,CA,0
1.2778467504188171,-0.4759766034474432,0.5250750652870996,-0.539600186005938,Advanced,None,0,0,1,1,BERKELEY,CA,0
-0.29273374733962765,-0.1476556987817872,1.3964575742349858,0.25416713028084315,Advanced,100-199,0,0,0,0,BERKELEY,CA,0
1.1033378062234342,-0.4759766034474432,-0.3463074436607868,0.049183271664447165,Advanced,None,0,0,1,0,BERKELEY,CA,0
-0.9907695241211586,-0.2021561481850236,1.3964575742349858,0.43895428049614466,Graduate,None,0,0,0,0,BERKELEY,CA,0
-1.7760597730003809,0.7611046048210911,1.3964575742349858,0.4967174144508961,Advanced,>200,0,0,0,1,BERKELEY,CA,0
0.1435386131488292,-0.2021561481850236,-1.217689952608673,-0.2644029270708342,Graduate,100-199,0,0,0,0,BERKELEY,CA,0
-1.4270418846096153,-1.0394899203238968,0.5250750652870996,-0.4433147869387205,Undergrad,None,0,0,1,1,BERKELEY,CA,0
0.4925565015395947,-1.964389441402175,1.3964575742349858,-0.8621895374125288,Advanced,None,0,0,0,1,BERKELEY,CA,0
0.4925565015395947,1.386253903549789,-0.3463074436607868,-1.1128484896278117,Undergrad,100-199,0,0,0,1,BERKELEY,CA,0
-0.9035150520234673,0.403647225135893,1.3964575742349858,0.3793570929186197,Advanced,100-199,0,0,1,0,BERKELEY,CA,0
0.8415743899303602,-1.2500404747352467,-0.3463074436607868,-1.4022130137994722,Undergrad,None,0,0,0,0,BERKELEY,CA,0
-1.2525329404142327,-0.4429113039112746,1.3964575742349858,-0.6410926722777416,Undergrad,None,0,0,0,0,BERKELEY,CA,0
0.5798109736372861,-0.41057277342284776,-0.3463074436607868,0.31780555458300963,Graduate,100-199,0,0,0,1,BERKELEY,CA,0
-0.8162605799257758,-1.964389441402175,-0.3463074436607868,-1.2519605462442265,Graduate,100-199,0,0,0,0,BERKELEY,CA,0
-0.9907695241211586,0.1860058429897751,-1.217689952608673,0.7615436319027352,Undergrad,None,0,0,1,0,BERKELEY,CA,0
0.6670654457349774,1.6994061799804125,-1.217689952608673,0.12002766924398876,Undergrad,>200,0,0,1,0,BERKELEY,CA,0
0.9288288620280516,1.4417829051845212,-1.217689952608673,1.853899833594425,Advanced,None,1,0,0,0,BERKELEY,CA,1
-1.2525329404142327,0.7319681298015497,-1.217689952608673,1.2767037814437612,Undergrad,None,0,0,1,0,BERKELEY,CA,0
-0.1182248031442449,-0.2878897511346577,1.3964575742349858,0.25416713028084315,Advanced,1-99,0,0,1,0,BERKELEY,CA,0
0.6670654457349774,-0.044361090520728966,1.3964575742349858,0.31780555458300963,Advanced,None,0,0,1,1,BERKELEY,CA,0
-1.2525329404142327,-1.5642814259526745,-0.3463074436607868,-1.2519605462442265,Undergrad,None,0,0,0,0,BERKELEY,CA,0
-0.9035150520234673,-0.5444235450164678,-1.217689952608673,0.5527560156857514,Graduate,None,0,0,0,0,BERKELEY,CA,0
1.6268646388095824,0.32817714895659617,1.3964575742349858,-1.5655467449795077,Graduate,None,0,1,1,1,BERKELEY,CA,0
0.8415743899303602,-0.12114428049288338,-1.217689952608673,-1.4022130137994722,Undergrad,100-199,0,0,1,0,BERKELEY,CA,0
0.1435386131488292,0.403647225135893,0.5250750652870996,0.31780555458300963,Graduate,100-199,1,0,0,0,BERKELEY,CA,0
-0.37998821943731903,0.6092851075133588,0.5250750652870996,-0.9833382633256637,Advanced,None,0,0,0,0,BERKELEY,CA,0
-0.46724269153501036,1.5968044579611387,-0.3463074436607868,-1.744458604847394,Undergrad,None,0,0,0,0,BERKELEY,CA,0
-1.07802399621885,1.5040242538040942,0.5250750652870996,1.8167272578307045,Graduate,None,1,1,1,0,BERKELEY,CA,1
1.016083334125743,-0.5798793307116765,0.5250750652870996,0.12002766924398876,Undergrad,None,0,0,1,1,BERKELEY,CA,0
0.4053020294419033,0.47543433591973816,1.3964575742349858,0.9041808608858176,Undergrad,None,0,0,0,1,BERKELEY,CA,1
0.1435386131488292,0.576946577024932,-0.3463074436607868,-0.6410926722777416,Advanced,None,0,0,1,1,BERKELEY,CA,0
-0.46724269153501036,-0.9445315604659683,-1.217689952608673,-0.8621895374125288,Advanced,None,0,0,1,0,BERKELEY,CA,0
-0.29273374733962765,0.8855176025081576,-0.3463074436607868,1.9349406371979665,Undergrad,100-199,0,0,1,0,BERKELEY,CA,0
-0.20547927524193627,1.072012952332361,1.3964575742349858,1.0789258961047403,Graduate,None,0,0,0,0,BERKELEY,CA,1
-1.514296356707307,-0.23018259379904002,1.3964575742349858,0.1882953282808619,Advanced,None,0,0,0,1,BERKELEY,CA,0
0.2307930852465206,-1.3678108249895522,0.5250750652870996,-0.7855603779866424,Graduate,1-99,0,0,0,0,BERKELEY,CA,0
-0.5544971636327017,0.7466084884773624,-1.217689952608673,-0.6410926722777416,Graduate,None,0,0,1,0,BERKELEY,CA,0
-0.7290061078280845,1.0484709475785439,-1.217689952608673,0.4967174144508961,Graduate,None,1,1,1,0,BERKELEY,CA,1
-1.2525329404142327,0.09813831086661465,-1.217689952608673,-0.2644029270708342,Undergrad,None,0,0,1,0,BERKELEY,CA,0
-0.9907695241211586,1.468780798567041,1.3964575742349858,2.2505594877112656,Advanced,None,0,0,1,0,BERKELEY,CA,1
1.4523556946141998,1.000225841548516,-0.3463074436607868,0.31780555458300963,Undergrad,None,0,0,0,0,BERKELEY,CA,0
0.8415743899303602,0.4578132401912333,1.3964575742349858,1.200074622017875,Graduate,None,0,0,1,0,BERKELEY,CA,0
-1.514296356707307,0.3086888652779645,0.5250750652870996,0.660051145630932,Advanced,None,0,0,0,0,BERKELEY,CA,0
-1.7760597730003809,-0.616210655800313,0.5250750652870996,0.5527560156857514,Graduate,None,0,0,1,0,BERKELEY,CA,0
-1.2525329404142327,1.6049559686018013,-1.217689952608673,0.810303613186177,Advanced,100-199,1,0,0,0,BERKELEY,CA,1
0.4053020294419033,0.43997855022453014,-1.217689952608673,1.5873998275933647,Undergrad,>200,0,0,1,0,BERKELEY,CA,0
-0.03097033104655353,0.5100557899185111,0.5250750652870996,0.3793570929186197,Undergrad,None,0,0,1,1,BERKELEY,CA,0
1.1033378062234342,-1.0893707618278312,-1.217689952608673,-1.2519605462442265,Advanced,None,0,0,1,0,BERKELEY,CA,0
1.6268646388095824,0.5100557899185111,1.3964575742349858,1.0367408908378395,Graduate,>200,0,0,1,0,BERKELEY,CA,0
-0.9035150520234673,0.4578132401912333,-1.217689952608673,0.6071700787546702,Undergrad,100-199,0,0,0,0,BERKELEY,CA,0
-1.8633142450980722,0.3851395105753538,-0.3463074436607868,0.1882953282808619,Graduate,None,0,0,0,0,BERKELEY,CA,0
1.1033378062234342,1.072012952332361,-1.217689952608673,1.3860834798803225,Undergrad,>200,0,0,0,0,BERKELEY,CA,0
0.7543199178326688,0.43997855022453014,0.5250750652870996,-0.6410926722777416,Undergrad,None,0,0,0,0,BERKELEY,CA,0
1.2778467504188171,-0.4429113039112746,-0.3463074436607868,0.049183271664447165,Advanced,100-199,0,0,1,0,BERKELEY,CA,0
-0.1182248031442449,-2.0593478012601034,-0.3463074436607868,-1.5655467449795077,Advanced,1-99,0,0,0,1,BERKELEY,CA,0
-1.6888053009026895,1.1515644289296805,-0.3463074436607868,0.5527560156857514,Advanced,None,0,0,0,1,BERKELEY,CA,1
-0.46724269153501036,1.468780798567041,-1.217689952608673,1.3860834798803225,Graduate,None,0,0,0,0,BERKELEY,CA,1
1.2778467504188171,1.072012952332361,-0.3463074436607868,1.2387801939742524,Undergrad,None,0,0,0,0,BERKELEY,CA,0
0.7543199178326688,0.32817714895659617,-0.3463074436607868,0.9494156698025922,Advanced,None,0,0,0,1,BERKELEY,CA,0
1.3651012225165085,-1.3678108249895522,0.5250750652870996,-1.2519605462442265,Advanced,None,0,0,1,0,BERKELEY,CA,0
0.9288288620280516,-1.0893707618278312,-1.217689952608673,-0.18096013499677396,Undergrad,100-199,0,0,0,1,BERKELEY,CA,0
-1.9505687171957637,-2.1608600423652966,1.3964575742349858,-0.4433147869387205,Undergrad,1-99,0,0,1,0,BERKELEY,CA,0
1.4523556946141998,-0.044361090520728966,1.3964575742349858,-0.2644029270708342,Graduate,>200,0,0,0,1,BERKELEY,CA,0
-1.2525329404142327,-1.7115386129158172,-1.217689952608673,-1.1128484896278117,Advanced,None,0,0,1,0,BERKELEY,CA,0
0.6670654457349774,0.6719049368828606,1.3964575742349858,-0.4433147869387205,Graduate,None,0,0,1,1,BERKELEY,CA,0
0.2307930852465206,0.4219250242483158,0.5250750652870996,-0.35172814810608144,Undergrad,None,0,0,0,0,BERKELEY,CA,0
-0.46724269153501036,-0.9912448142938695,-0.3463074436607868,-0.6410926722777416,Advanced,1-99,0,0,0,0,BERKELEY,CA,0
-0.9035150520234673,-2.0593478012601034,1.3964575742349858,-0.4433147869387205,Undergrad,None,0,1,1,1,BERKELEY,CA,0
-0.03097033104655353,1.4598364311607368,0.5250750652870996,1.7204418587634869,Graduate,None,0,1,0,1,BERKELEY,CA,1
-1.4270418846096153,0.28893898609553476,0.5250750652870996,-1.2519605462442265,Advanced,None,0,0,0,0,BERKELEY,CA,0
0.7543199178326688,-0.1476556987817872,-0.3463074436607868,0.3793570929186197,Advanced,1-99,0,0,0,0,BERKELEY,CA,0
1.3651012225165085,-1.3678108249895522,0.5250750652870996,-1.1128484896278117,Graduate,None,0,0,0,0,BERKELEY,CA,0
-1.2525329404142327,0.09813831086661465,-0.3463074436607868,0.6071700787546702,Undergrad,None,0,0,1,0,BERKELEY,CA,0
-1.2525329404142327,0.4928468930741249,1.3964575742349858,0.1882953282808619,Graduate,None,1,0,1,0,BERKELEY,CA,0
1.7141191109072738,-0.8126812567634354,-1.217689952608673,-0.35172814810608144,Advanced,100-199,0,0,1,1,BERKELEY,CA,0
-1.339787412511924,-0.9445315604659683,0.5250750652870996,-0.4433147869387205,Graduate,100-199,0,0,0,0,BERKELEY,CA,0
-1.07802399621885,-1.0394899203238968,-1.217689952608673,-0.8621895374125288,Advanced,None,0,0,0,0,BERKELEY,CA,0
-0.1182248031442449,0.5605068092661395,-1.217689952608673,1.5226639734244656,Undergrad,None,0,0,0,0,BERKELEY,CA,0
-1.6015508288049982,-1.5642814259526745,1.3964575742349858,-1.1128484896278117,Undergrad,1-99,0,0,1,0,BERKELEY,CA,0
0.318047557344212,0.12060201296517904,-0.3463074436607868,-1.1128484896278117,Advanced,>200,0,0,0,1,BERKELEY,CA,0
-0.46724269153501036,0.3851395105753538,1.3964575742349858,-0.10106919589079864,Graduate,100-199,0,0,1,1,BERKELEY,CA,0
0.1435386131488292,1.751826010737755,-0.3463074436607868,2.0790819097726514,Undergrad,None,0,0,1,0,BERKELEY,CA,0
